id,problem_name,explanation,output,original_code,comment_less_code,decompiled,response_decompiled,bleu_score
11,C Program to Check Whether a Character is a Vowel or Consonant,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-if-else-statement
• https://www.programiz.com/c-programming/c-do-while-loops
The five letters A, E, I, O and U are called vowels. All other alphabets except these 5 vowels are called consonants.
This program assumes that the user will always enter an alphabet character.

The character entered by the user is stored in variable c.
The lowercase_vowel variable evaluates to 1 (true) if c is a lowercase vowel and 0 (false) for any other characters.

Similarly, the uppercase_vowel variable evaluates to 1 (true) if c is an uppercase vowel and 0 (false) for any other character.
If either lowercase_vowel or uppercase_vowel variable is 1 (true), the entered character is a vowel. However, if both lowercase_vowel and uppercase_vowel variables are 0, the entered character is a consonant.
Note: This program assumes that the user will enter an alphabet. If the user enters a non-alphabetic character, it displays the character is a consonant.",,"#include <stdio.h>
int main() {
char c;
int lowercase_vowel, uppercase_vowel;
printf(""Enter an alphabet: "");
scanf(""%c"", &c);
// evaluates to 1 if variable c is a lowercase vowel
lowercase_vowel = (c == 'a' || c == 'e' || c == 'i' || c == 'o' || c == 'u');
// evaluates to 1 if variable c is a uppercase vowel
uppercase_vowel = (c == 'A' || c == 'E' || c == 'I' || c == 'O' || c == 'U');
// evaluates to 1 (true) if c is a vowel
if (lowercase_vowel || uppercase_vowel)
printf(""%c is a vowel."", c);
else
printf(""%c is a consonant."", c);
return 0;
}","#include <stdio.h>
int main() {
char c;
int lowercase_vowel, uppercase_vowel;
printf(""Enter an alphabet: "");
scanf(""%c"", &c);
lowercase_vowel = (c == 'a' || c == 'e' || c == 'i' || c == 'o' || c == 'u');
uppercase_vowel = (c == 'A' || c == 'E' || c == 'I' || c == 'O' || c == 'U');
if (lowercase_vowel || uppercase_vowel)
printf(""%c is a vowel."", c);
else
printf(""%c is a consonant."", c);
return 0;
}"," 
undefined8 entry(void)

{
  char *pcVar1;
  uint uVar2;
  uint uVar3;
  char *pcVar4;
  char local_11;
  
  _printf(""Enter an alphabet: "");
  _scanf(""%c"");
  uVar2 = (int)local_11 - 0x61;
  uVar3 = uVar2 >> 1 & 0x7f;
  uVar2 = uVar2 * 0x80;
  if ((uVar3 | uVar2 & 0xff) < 0xb) {
    pcVar4 = (&PTR_s__c_is_a_vowel__100004010)[(ulong)(uVar3 | uVar2) & 0xff];
  }
  else {
    pcVar4 = ""%c is a consonant."";
  }
  uVar2 = (int)local_11 - 0x41;
  uVar3 = uVar2 >> 1;
  pcVar1 = pcVar4;
  if ((0x495U >> (ulong)(uVar3 & 0x1f) & 1) != 0) {
    pcVar1 = ""%c is a vowel."";
  }
  if (10 < (uVar3 & 0x7f | uVar2 * 0x80 & 0xff)) {
    pcVar1 = pcVar4;
  }
  _printf(pcVar1);
  return 0;
}


","This code takes an alphabet character as input and determines if it's a vowel or consonant. It first prompts the user to enter a character, then calculates its ASCII value. The ASCII value is used to calculate a number, which is compared to a fixed limit to decide if the character is a vowel or consonant. The determined result is finally printed on the screen.",0.019138200537734375
12,C Program to Find the Largest Number Among Three Numbers,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-if-else-statement

Here, we have used 3 different if statements. The first one checks whether n1 is the largest number.
The second and third if statements check if n2 and n3 are the largest, respectively.
The biggest drawback of this program is that all 3  if statements are executed, regardless of which number is the largest.
However, we want to execute only one if statement. We can do this by using an if...else ladder.",,"#include <stdio.h>

int main() {

  double n1, n2, n3;

  printf(""Enter three different numbers: "");
  scanf(""%lf %lf %lf"", &n1, &n2, &n3);

  // if n1 is greater than both n2 and n3, n1 is the largest
  if (n1 >= n2 && n1 >= n3)
    printf(""%.2f is the largest number."", n1);

  // if n2 is greater than both n1 and n3, n2 is the largest
  if (n2 >= n1 && n2 >= n3)
    printf(""%.2f is the largest number."", n2);

  // if n3 is greater than both n1 and n2, n3 is the largest
  if (n3 >= n1 && n3 >= n2)
    printf(""%.2f is the largest number."", n3);

  return 0;
}","#include <stdio.h>

int main() {

  double n1, n2, n3;

  printf(""Enter three different numbers: "");
  scanf(""%lf %lf %lf"", &n1, &n2, &n3);

  if (n1 >= n2 && n1 >= n3)
    printf(""%.2f is the largest number."", n1);

  if (n2 >= n1 && n2 >= n3)
    printf(""%.2f is the largest number."", n2);

  if (n3 >= n1 && n3 >= n2)
    printf(""%.2f is the largest number."", n3);

  return 0;
}"," 
undefined8 entry(void)

{
  double local_28;
  double local_20;
  double local_18;
  
  _printf(""Enter three different numbers: "");
  _scanf(""%lf %lf %lf"");
  if (local_20 <= local_18 && local_28 <= local_18) {
    _printf(""%.2f is the largest number."");
  }
  if (local_18 <= local_20 && local_28 <= local_20) {
    _printf(""%.2f is the largest number."");
  }
  if (local_18 <= local_28 && local_20 <= local_28) {
    _printf(""%.2f is the largest number."");
  }
  return 0;
}


",This simple piece of code prompts the user to enter three different numbers. Then it compares these numbers to determine the largest one. It prints out the largest number with two decimal places. The code does not return any value to the operating system as it always returns zero (0).,6.716594789142213e-79
13,C Program to Find the Roots of a Quadratic Equation,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-if-else-statement
The standard form of a quadratic equation is:

ax2 + bx + c = 0, where
a, b and c are real numbers and
a != 0

The term b2; - 4ac is known as the discriminant of a quadratic equation. It tells the nature of the roots.
• If the discriminant is greater than 0, the roots are real and different.
• If the discriminant is equal to 0, the roots are real and equal.
• If the discriminant is less than 0, the roots are complex and different.

In this program, the sqrt() library function is used to find the square root of a number. To learn more, visit: https://www.programiz.com/c-programming/library-function/math.h/sqrt.",,"#include <math.h>
#include <stdio.h>
int main() {
double a, b, c, discriminant, root1, root2, realPart, imagPart;
printf(""Enter coefficients a, b and c: "");
scanf(""%lf %lf %lf"", &a, &b, &c);
discriminant = b * b - 4 * a * c;
// condition for real and different roots
if (discriminant > 0) {
root1 = (-b + sqrt(discriminant)) / (2 * a);
root2 = (-b - sqrt(discriminant)) / (2 * a);
printf(""root1 = %.2lf and root2 = %.2lf"", root1, root2);
}
// condition for real and equal roots
else if (discriminant == 0) {
root1 = root2 = -b / (2 * a);
printf(""root1 = root2 = %.2lf;"", root1);
}
// if roots are not real
else {
realPart = -b / (2 * a);
imagPart = sqrt(-discriminant) / (2 * a);
printf(""root1 = %.2lf+%.2lfi and root2 = %.2f-%.2fi"", realPart, imagPart, realPart, imagPart);
}
return 0;
}","#include <math.h>
#include <stdio.h>
int main() {
double a, b, c, discriminant, root1, root2, realPart, imagPart;
printf(""Enter coefficients a, b and c: "");
scanf(""%lf %lf %lf"", &a, &b, &c);
discriminant = b * b - 4 * a * c;
if (discriminant > 0) {
root1 = (-b + sqrt(discriminant)) / (2 * a);
root2 = (-b - sqrt(discriminant)) / (2 * a);
printf(""root1 = %.2lf and root2 = %.2lf"", root1, root2);
}
else if (discriminant == 0) {
root1 = root2 = -b / (2 * a);
printf(""root1 = root2 = %.2lf;"", root1);
}
else {
realPart = -b / (2 * a);
imagPart = sqrt(-discriminant) / (2 * a);
printf(""root1 = %.2lf+%.2lfi and root2 = %.2f-%.2fi"", realPart, imagPart, realPart, imagPart);
}
return 0;
}"," 
undefined8 entry(void)

{
  char *pcVar1;
  double dVar2;
  double local_28;
  undefined8 local_20;
  double dStack_18;
  
  _printf(""Enter coefficients a, b and c: "");
  _scanf(""%lf %lf %lf"");
  dVar2 = (double)NEON_fmadd(local_20,local_20,dStack_18 * -4.0 * local_28);
  if (dVar2 <= 0.0) {
    if (dVar2 == 0.0) {
      pcVar1 = ""root1 = root2 = %.2lf;"";
    }
    else {
      pcVar1 = ""root1 = %.2lf+%.2lfi and root2 = %.2f-%.2fi"";
    }
  }
  else {
    pcVar1 = ""root1 = %.2lf and root2 = %.2lf"";
  }
  _printf(pcVar1);
  return 0;
}


","This code calculates the roots of a quadratic equation, based on coefficients a, b, and c entered by the user. It first computes the discriminant, then checks if it is positive, zero, or negative to determine the nature of the roots (real and different, real and equal, or complex), and then, depending on this, it prepares a text string which will be formatted and printed later.",0.05552124068631575
14,C Program to Check Leap Year,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-if-else-statement
A leap year is exactly divisible by 4 except for century years (years ending with 00). The century year is a leap year only if it is perfectly divisible by 400.
For example,
• 1999 is not a leap year
• 2000 is a leap year
• 2004 is a leap year",,"#include <stdio.h>
int main() {
int year;
printf(""Enter a year: "");
scanf(""%d"", &year);
// leap year if perfectly divisible by 400
if (year % 400 == 0) {
printf(""%d is a leap year."", year);
}
// not a leap year if divisible by 100
// but not divisible by 400
else if (year % 100 == 0) {
printf(""%d is not a leap year."", year);
}
// leap year if not divisible by 100
// but divisible by 4
else if (year % 4 == 0) {
printf(""%d is a leap year."", year);
}
// all other years are not leap years
else {
printf(""%d is not a leap year."", year);
}
return 0;
}","#include <stdio.h>
int main() {
int year;
printf(""Enter a year: "");
scanf(""%d"", &year);
if (year % 400 == 0) {
printf(""%d is a leap year."", year);
}
else if (year % 100 == 0) {
printf(""%d is not a leap year."", year);
}
else if (year % 4 == 0) {
printf(""%d is a leap year."", year);
}
else {
printf(""%d is not a leap year."", year);
}
return 0;
}"," 
undefined8 entry(void)

{
  uint uVar1;
  char *pcVar2;
  uint local_14;
  
  _printf(""Enter a year: "");
  _scanf(""%d"");
  uVar1 = local_14 * -0x3d70a3d7 + 0x51eb850;
  pcVar2 = ""%d is a leap year."";
  if (0xa3d70a < (uVar1 >> 4 | local_14 * -0x70000000)) {
    if ((uVar1 >> 2 | local_14 * 0x40000000) < 0x28f5c29) {
      pcVar2 = ""%d is not a leap year."";
    }
    else if ((local_14 & 3) != 0) {
      pcVar2 = ""%d is not a leap year."";
    }
  }
  _printf(pcVar2);
  return 0;
}


","This code performs a Leap Year check. Initially, it asks the user to enter a year and stores it in `local_14`. The code then checks if the year is divisible by 4 and not by 100, or is divisible by 400, following the rules for leap years. If the year matches these conditions, it's a leap year, otherwise, it's not.",2.3798085451188565e-78
15,C Program to Check Whether a Number is Positive or Negative,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-if-else-statement
This program takes a number from the user and checks whether that number is either positive or negative or zero.",,"#include <stdio.h>
int main() {
double num;
printf(""Enter a number: "");
scanf(""%lf"", &num);
if (num <= 0.0) {
if (num == 0.0)
printf(""You entered 0."");
else
printf(""You entered a negative number."");
}
else
printf(""You entered a positive number."");
return 0;
}","#include <stdio.h>
int main() {
double num;
printf(""Enter a number: "");
scanf(""%lf"", &num);
if (num <= 0.0) {
if (num == 0.0)
printf(""You entered 0."");
else
printf(""You entered a negative number."");
}
else
printf(""You entered a positive number."");
return 0;
}"," 
undefined8 entry(void)

{
  char *pcVar1;
  char *pcVar2;
  double local_18;
  
  _printf(""Enter a number: "");
  _scanf(""%lf"");
  pcVar1 = ""You entered 0."";
  if (local_18 != 0.0) {
    pcVar1 = ""You entered a negative number."";
  }
  pcVar2 = ""You entered a positive number."";
  if (local_18 <= 0.0) {
    pcVar2 = pcVar1;
  }
  _printf(pcVar2);
  return 0;
}


","This code begins by asking the user to enter a number. It then reads the input. Depending on the value, the program sets a certain string message, checking if the number is not zero, negative, or positive. Then it prints out one of the prepared string messages based on these conditions. The function finishes by returning 0, which usually indicates that the program ran without errors.",5.06882035818201e-155
16,C Program to Check Whether a Character is an Alphabet or not,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-if-else-statement
In C programming, a character variable holds an ASCII value (an integer number between 0 and 127) rather than that character itself.
The ASCII value of the lowercase alphabet is from 97 to 122. And, the ASCII value of the uppercase alphabet is from 65 to 90.
If the ASCII value of the character entered by the user lies in the range of 97 to 122 or from 65 to 90, that number is an alphabet.

In the program, 'a' is used instead of 97 and 'z' is used instead of 122. Similarly, 'A' is used instead of 65 and 'Z' is used instead of 90.
Note: It is recommended we use the https://www.programiz.com/c-programming/library-function/ctype.h/isalpha function to check whether a character is an alphabet or not.

if (isalpha(c))
    printf(""%c is an alphabet."", c);
else
    printf(""%c is not an alphabet."", c);",,"#include <stdio.h>
int main() {
char c;
printf(""Enter a character: "");
scanf(""%c"", &c);
if ((c >= 'a' && c <= 'z') || (c >= 'A' && c <= 'Z'))
printf(""%c is an alphabet."", c);
else
printf(""%c is not an alphabet."", c);
return 0;
}","#include <stdio.h>
int main() {
char c;
printf(""Enter a character: "");
scanf(""%c"", &c);
if ((c >= 'a' && c <= 'z') || (c >= 'A' && c <= 'Z'))
printf(""%c is an alphabet."", c);
else
printf(""%c is not an alphabet."", c);
return 0;
}"," 
undefined8 entry(void)

{
  char *pcVar1;
  byte local_11;
  
  _printf(""Enter a character: "");
  _scanf(""%c"");
  pcVar1 = ""%c is an alphabet."";
  if (0x19 < (byte)((local_11 & 0xdf) + 0xbf)) {
    pcVar1 = ""%c is not an alphabet."";
  }
  _printf(pcVar1);
  return 0;
}


","This code accepts a character from the user, then checks if the character is an alphabet letter (A-Z or a-z). If the character is not in this range, it informs the user that the character is not an alphabet. All information is displayed on the console using printf function and input is taken by scanf function.",0.016013856556060167
17,C Program to Calculate the Sum of Natural Numbers,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-for-loop
• https://www.programiz.com/c-programming/c-do-while-loops
The positive numbers 1, 2, 3... are known as natural numbers. The sum of natural numbers up to 10 is:

sum = 1 + 2 + 3 + ... + 10

The above program takes input from the user and stores it in the variable n. Then, for loop is used to calculate the sum up to n.

the loop is iterated n number of times. And, in each iteration, the value of i is added to sum and i is incremented by 1.

Though both programs are technically correct, it is better to use for loop in this case. It's because the number of iterations is known.
The above programs don't work properly if the user enters a negative integer. Here is a little modification to the above program where we keep taking input from the user until a positive integer is entered.",,"#include <stdio.h>
int main() {
int n, i, sum = 0;
printf(""Enter a positive integer: "");
scanf(""%d"", &n);
i = 1;
while (i <= n) {
sum += i;
++i;
}
printf(""Sum = %d"", sum);
return 0;
}","#include <stdio.h>
int main() {
int n, i, sum = 0;
printf(""Enter a positive integer: "");
scanf(""%d"", &n);
i = 1;
while (i <= n) {
sum += i;
++i;
}
printf(""Sum = %d"", sum);
return 0;
}"," 
undefined8 entry(void)

{
  _printf(""Enter a positive integer: "");
  _scanf(""%d"");
  _printf(""Sum = %d"");
  return 0;
}


","This code begins a function named 'entry' and uses _printf to prompt the user to enter a positive integer. It then uses _scanf to read the user's input. Following that, it again uses _printf to print out the phrase ""Sum = "" followed by the user's input. Finally, it ends the function by returning 0, indicating that the program has run without any errors. It's important to note this code is incomplete and will not work as expected.",8.060164564112733e-79
18,C Program to Find Factorial of a Number,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-data-types
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-if-else-statement
• https://www.programiz.com/c-programming/c-for-loop
The factorial of a positive number n is given by:

factorial of n (n!) = 1 * 2 * 3 * 4....n

The factorial of a negative number doesn't exist. And, the factorial of 0 is 1.

This program takes a positive integer from the user and computes the factorial using for loop.

Since the factorial of a number may be very large, the type of factorial variable is declared as unsigned long long.
If the user enters a negative number, the program displays a custom error message.
You can also find the https://www.programiz.com/c-programming/examples/factorial-recursion.",,"#include <stdio.h>
int main() {
int n, i;
unsigned long long fact = 1;
printf(""Enter an integer: "");
scanf(""%d"", &n);
// shows error if the user enters a negative integer
if (n < 0)
printf(""Error! Factorial of a negative number doesn't exist."");
else {
for (i = 1; i <= n; ++i) {
fact *= i;
}
printf(""Factorial of %d = %llu"", n, fact);
}
return 0;
}","#include <stdio.h>
int main() {
int n, i;
unsigned long long fact = 1;
printf(""Enter an integer: "");
scanf(""%d"", &n);
if (n < 0)
printf(""Error! Factorial of a negative number doesn't exist."");
else {
for (i = 1; i <= n; ++i) {
fact *= i;
}
printf(""Factorial of %d = %llu"", n, fact);
}
return 0;
}"," 
undefined8 entry(void)

{
  char *pcVar1;
  ulong uVar2;
  ulong uVar3;
  ulong uVar4;
  uint local_14;
  
  _printf(""Enter an integer: "");
  _scanf(""%d"");
  uVar2 = (ulong)local_14;
  if ((int)local_14 < 0) {
    pcVar1 = ""Error! Factorial of a negative number doesn\'t exist."";
    goto LAB_100003f18;
  }
  if (local_14 != 0) {
    if (uVar2 < 4) {
      uVar3 = 1;
    }
    else {
      uVar4 = 0;
      uVar3 = uVar2 & 0xfffffffc;
      do {
        uVar4 = uVar4 + 4;
      } while (uVar3 != uVar4);
      if (uVar2 == uVar3) goto LAB_100003f0c;
      uVar3 = uVar3 | 1;
    }
    do {
      uVar3 = uVar3 + 1;
    } while (uVar2 + 1 != uVar3);
  }
LAB_100003f0c:
  pcVar1 = ""Factorial of %d = %llu"";
LAB_100003f18:
  _printf(pcVar1);
  return 0;
}


","This code takes an integer input from the user. If the input is less than 0, it prints an error message because factorials of negative numbers don't exist; for an input over 0, it performs operations to calculate the factorial. The code then prints the resulting factorial value.",5.3117282372563184e-79
19,C Program to Generate Multiplication Table,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-for-loop
The program below takes an integer input from the user and generates the multiplication tables up to 10.

Here, the user input is stored in the int variable n. Then, we use a for loop to print the multiplication table up to 10.

for (i = 1; i <= 10; ++i) {
  printf(""%d * %d = %d \n"", n, i, n * i);
}
The loop runs from i = 1 to i = 10. In each iteration of the loop, n * i is printed.",,"#include <stdio.h>
int main() {
int n;
printf(""Enter an integer: "");
scanf(""%d"", &n);
for (int i = 1; i <= 10; ++i) {
printf(""%d * %d = %d \n"", n, i, n * i);
}
return 0;
}","#include <stdio.h>
int main() {
int n;
printf(""Enter an integer: "");
scanf(""%d"", &n);
for (int i = 1; i <= 10; ++i) {
printf(""%d * %d = %d \n"", n, i, n * i);
}
return 0;
}"," 
undefined8 entry(void)

{
  _printf(""Enter an integer: "");
  _scanf(""%d"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  _printf(""%d * %d = %d \n"");
  return 0;
}


","This code is a simple program that first prints a message asking the user to enter an integer. However, the code isn't correctly implemented. It tries to use a function called 'scanf' to receive the user's input and then supposedly print out the multiplication of it, but it doesn't store or define any variables. Hence, it wouldn't work as expected.",2.6974867616908637e-155
20,C Program to Display Fibonacci Sequence,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-do-while-loops
• https://www.programiz.com/c-programming/c-for-loop
• https://www.programiz.com/c-programming/c-break-continue-statement
The Fibonacci sequence is a sequence where the next term is the sum of the previous two terms. The first two terms of the Fibonacci sequence are 0 followed by 1.

The Fibonacci sequence: 0, 1, 1, 2, 3, 5, 8, 13, 21

Visit this page to learn about https://www.mathsisfun.com/numbers/fibonacci-sequence.html.

Let us suppose n = 10. First, we have printed the first two terms of the Fibonacci sequence before using a for loop to print the next n terms.
L",,"#include <stdio.h>
int main() {
int i, n;
// initialize first and second terms
int t1 = 0, t2 = 1;
// initialize the next term (3rd term)
int nextTerm = t1 + t2;
// get no. of terms from user
printf(""Enter the number of terms: "");
scanf(""%d"", &n);
// print the first two terms t1 and t2
printf(""Fibonacci Series: %d, %d, "", t1, t2);
// print 3rd to nth terms
for (i = 3; i <= n; ++i) {
printf(""%d, "", nextTerm);
t1 = t2;
t2 = nextTerm;
nextTerm = t1 + t2;
}
return 0;
}","#include <stdio.h>
int main() {
int i, n;
int t1 = 0, t2 = 1;
int nextTerm = t1 + t2;
printf(""Enter the number of terms: "");
scanf(""%d"", &n);
printf(""Fibonacci Series: %d, %d, "", t1, t2);
for (i = 3; i <= n; ++i) {
printf(""%d, "", nextTerm);
t1 = t2;
t2 = nextTerm;
nextTerm = t1 + t2;
}
return 0;
}"," 
undefined8 entry(void)

{
  int iVar1;
  int local_34;
  
  _printf(""Enter the number of terms: "");
  _scanf(""%d"");
  _printf(""Fibonacci Series: %d, %d, "");
  if (2 < local_34) {
    iVar1 = 2;
    do {
      _printf(""%d, "");
      iVar1 = iVar1 + 1;
    } while (iVar1 < local_34);
  }
  return 0;
}


0","This code is a simple program designed to print part of the Fibonacci series - a sequence of numbers where each number is the sum of the two preceding ones. However, the code is incomplete and contains errors, for instance, it doesn't define the Fibonacci sequence logic and it doesn't pass any variables to scanf and printf. In its current state, it will not produce the intended results.",0.05193337663623905
21,C Program to Find GCD of two Numbers,"To understand this example, you should have the knowledge of the following https://www.programiz.com/c-programming topics:
• https://www.programiz.com/c-programming/c-operators
• https://www.programiz.com/c-programming/c-for-loop
• https://www.programiz.com/c-programming/c-if-else-statement
• https://www.programiz.com/c-programming/c-do-while-loops
The HCF or GCD of two integers is the largest integer that can exactly divide both numbers (without a remainder).
There are many ways to find the greatest common divisor in C programming.

In this program, two integers entered by the user are stored in variable n1 and n2.Then, for loop is iterated until i is less than n1 and n2.
In each iteration, if both n1 and n2 are exactly divisible by i, the value of i is assigned to gcd.
When the for loop is completed, the greatest common divisor of two numbers is stored in variable gcd.",,"#include <stdio.h>
int main()
{
int n1, n2, i, gcd;
printf(""Enter two integers: "");
scanf(""%d %d"", &n1, &n2);
for(i=1; i <= n1 && i <= n2; ++i)
{
// Checks if i is factor of both integers
if(n1%i==0 && n2%i==0)
gcd = i;
}
printf(""G.C.D of %d and %d is %d"", n1, n2, gcd);
return 0;
}","#include <stdio.h>
int main()
{
int n1, n2, i, gcd;
printf(""Enter two integers: "");
scanf(""%d %d"", &n1, &n2);
for(i=1; i <= n1 && i <= n2; ++i)
{
if(n1%i==0 && n2%i==0)
gcd = i;
}
printf(""G.C.D of %d and %d is %d"", n1, n2, gcd);
return 0;
}"," 
undefined8 entry(void)

{
  uint uVar1;
  uint uVar2;
  int local_18;
  int iStack_14;
  
  _printf(""Enter two integers: "");
  _scanf(""%d %d"");
  uVar1 = local_18 - 1U;
  if (iStack_14 - 1U <= local_18 - 1U) {
    uVar1 = iStack_14 - 1U;
  }
  uVar2 = 0xffffffff;
  do {
    uVar2 = uVar2 + 1;
  } while (uVar1 != uVar2);
  _printf(""G.C.D of %d and %d is %d"");
  return 0;
}


","This code is designed to calculate the Greatest Common Divisor (GCD) of two integers. It starts by asking the user to enter two numbers. Then, the lesser of the two values minus one is selected. It then increments from zero until it matches this selected value. The last value of uVar2 gives the GCD.",0.025211503387612563
